order_id,customer_id,order_date,ship_date,status,total_amount,payment_method,notes
102465,1639,25/07/2023,07-27-2023,shipped,625.65,credit_card,fragile
102466,1709,2023/10/19,2023-10-26,shipped,789.65,credit_card,
102467,1336,2023-02-08,,shipped,829.66,boleto,fragile
102468,1516,03/02/2023,12/02/2023,returned,845.47,paypal,
102469,1874,28/07/2023,06/08/2023,shipped,894.96,boleto,
102470,1412,28-Apr-2024,,shipped,246.25,paypal,gift_wrap
102471,1290,26/11/2024,2024-11-27,delivered,949.96,boleto,
102472,1433,09/01/2024,12-Jan-2024,shipped,859.02,boleto,gift_wrap
102473,1131,2023-10-25,,pending,881.18,boleto,
102474,1680,2023-02-20,2023-03-04,shipped,591.28,pix,priority
102475,1146,2024-05-22,2024-06-02,delivered,697.59,boleto,first-time customer
102476,1430,15/05/2025,27/05/2025,delivered,93.96,credit_card,
102477,1603,23-Feb-2023,05-Mar-2023,shipped,118.39,credit_card,
102478,1874,23-Apr-2025,26/04/2025,shipped,952.08,credit_card,priority
102479,1965,06/09/2024,07/09/2024,pending,266.20,boleto,gift_wrap
102480,1434,01/04/2023,2023-04-08,shipped,811.72,boleto,first-time customer
102481,1439,2024-06-16,06-30-2024,delivered,894.66,pix,
102482,1003,06-11-2025,2025-06-15,pending,352.11,boleto,gift_wrap
102483,1250,09-Jan-2023,13-Jan-2023,shipped,978.84,credit_card,delay_expected
102484,1127,02-03-2025,2025/02/10,delivered,734.78,pix,gift_wrap
102485,1745,2023/04/17,2023-04-24,shipped,481.32,boleto,gift_wrap
102486,1829,08/09/2025,12-Sep-2025,delivered,668.43,credit_card,
102487,1406,19/06/2025,26/06/2025,pending,435.09,paypal,delay_expected
102488,1527,12-Jan-2023,2023/01/16,pending,398.20,pix,first-time customer
102489,1938,18-Oct-2024,30-Oct-2024,pending,294.98,boleto,
102490,1548,19/04/2023,2023/04/29,pending,326.10,paypal,fragile
102491,1562,08/05/2025,14-May-2025,pending,34.18,credit_card,gift_wrap
102492,1297,2023/05/08,2023/05/21,shipped,192.53,credit_card,
102493,1980,08-29-2025,04-Sep-2025,shipped,84.88,credit_card,
102494,1538,2024-03-14,,returned,-775.00,boleto,priority
102495,1720,15/10/2024,2024/10/23,shipped,465.74,credit_card,gift_wrap
102496,1017,03/03/2025,04/03/2025,shipped,18.13,paypal,
102497,1505,09/10/2023,10-Oct-2023,shipped,995.49,boleto,first-time customer
102498,1417,11/09/2024,2024/09/22,pending,46.64,paypal,gift_wrap
102499,1962,05-20-2023,2023/05/27,pending,703.24,paypal,priority
102500,1967,03-22-2025,2025/04/03,delivered,691.93,pix,priority
102501,1679,11-Sep-2025,2025/09/18,shipped,721.76,paypal,
102502,1661,11-08-2023,2023-11-12,shipped,657.04,paypal,priority
102503,1526,07-23-2023,05/08/2023,returned,927.19,paypal,gift_wrap
102504,1426,2025/05/02,09-May-2025,shipped,158.49,paypal,fragile
102505,1482,05-Jan-2023,2023/01/10,delivered,612.03,boleto,gift_wrap
102506,1257,04/11/2023,16-Nov-2023,returned,-867.19,credit_card,
102507,1312,2023-11-23,05/12/2023,shipped,403.89,boleto,gift_wrap
102508,1052,13/04/2024,26/04/2024,shipped,698.46,paypal,first-time customer
102509,1501,17/07/2025,07-27-2025,returned,-969.65,credit_card,
102510,1343,07-26-2024,2024-07-27,shipped,346.78,boleto,delay_expected
102511,1214,18/12/2023,21-Dec-2023,shipped,685.36,boleto,
102512,1503,09-27-2024,2024-10-10,pending,242.81,pix,delay_expected
102513,1889,2023/06/20,28/06/2023,shipped,841.29,paypal,first-time customer
102514,1352,2023-04-24,02/05/2023,shipped,678.51,pix,priority
102515,1082,2023/09/23,2023-10-06,shipped,327.56,credit_card,fragile
102516,1945,11-08-2023,14/11/2023,returned,700.04,paypal,first-time customer
102517,1556,2025-05-15,05-19-2025,shipped,997.70,boleto,
102518,1325,2025/04/30,07/05/2025,delivered,261.04,credit_card,first-time customer
102519,1029,06-10-2024,2024/06/19,shipped,19.05,credit_card,fragile
102520,1085,2024/09/09,22-Sep-2024,shipped,950.07,paypal,gift_wrap
102521,1060,11-15-2023,,shipped,617.47,boleto,
102522,1693,2024/12/21,01/01/2025,delivered,219.24,boleto,
102523,1941,23-Jul-2024,2024-07-28,returned,-651.96,pix,delay_expected
102524,1410,11-01-2023,,returned,555.21,boleto,
102525,1135,04-27-2024,05/05/2024,cancelled,68.60,pix,priority
102526,1766,10-20-2023,22/10/2023,cancelled,252.49,pix,first-time customer
102527,1086,2025-06-26,10-Jul-2025,shipped,123.11,credit_card,priority
102528,1150,30-Nov-2024,11-Dec-2024,pending,903.73,pix,
102529,1462,07/08/2023,21-Aug-2023,pending,58.31,paypal,first-time customer
102530,1159,2023-06-10,2023-06-14,delivered,445.44,paypal,fragile
102531,1116,2025-03-02,2025/03/12,shipped,444.86,pix,priority
102532,1758,2024-09-25,09-29-2024,shipped,15.30,boleto,
102533,1661,22-Jan-2024,2024-01-30,delivered,746.05,pix,gift_wrap
102534,1056,24-Jun-2023,2023/07/01,pending,650.33,credit_card,priority
102535,1799,06/01/2025,01-17-2025,shipped,73.46,boleto,first-time customer
102536,1554,2024-06-01,,delivered,830.95,boleto,fragile
102537,1049,06-11-2025,2025-06-15,pending,313.95,boleto,
102538,1548,04-Nov-2024,2024-11-17,delivered,741.53,credit_card,
102539,1535,2023/05/05,19-5-2023,shipped,678.35,credit_card,gift_wrap
102540,1490,2023/09/09,17-Sep-2023,delivered,649.78,paypal,fragile
102541,1043,01-24-2023,2023-01-29,delivered,966.69,credit_card,fragile
102542,1247,03-Oct-2023,16-Oct-2023,delivered,324.04,boleto,first-time customer
102543,1541,2024-01-16,2024-01-29,cancelled,799.55,pix,priority
102544,1372,06-Mar-2024,03-16-2024,shipped,119.31,boleto,fragile
102545,1080,2023/08/30,10-Sep-2023,shipped,751.33,paypal,first-time customer
102546,1410,20/04/2023,2023/05/03,shipped,940.26,pix,priority
102547,1469,11/04/2023,04-25-2023,delivered,51.31,boleto,first-time customer
102548,1949,01-04-2025,2025/01/06,delivered,180.03,paypal,first-time customer
102549,1000,2023-10-31,,shipped,780.24,pix,first-time customer
102550,1104,19/01/2024,2024/01/23,delivered,738.44,boleto,fragile
102551,1027,05-11-2025,18-May-2025,shipped,512.96,paypal,
102552,1564,26/07/2024,,shipped,223.79,boleto,fragile
102553,1706,2025-05-13,23/05/2025,delivered,708.41,credit_card,gift_wrap
102554,1494,2025-08-15,2025-08-25,pending,267.90,paypal,gift_wrap
102555,1148,2024-08-15,,shipped,132.64,boleto,priority
102556,1531,2023-07-17,,pending,698.04,paypal,gift_wrap
102557,1847,05-06-2024,15-May-2024,returned,833.47,pix,delay_expected
102558,1639,2024-09-06,2024/09/20,pending,282.76,paypal,
102559,1427,31-Dec-2023,2024-01-09,delivered,891.93,credit_card,fragile
102560,1216,10-09-2024,2024/10/13,shipped,98.65,paypal,priority
102561,1459,17/04/2025,2025/04/30,shipped,610.76,boleto,fragile
102562,1519,2023-03-14,18-Mar-2023,cancelled,887.62,credit_card,fragile
102563,1970,2023-06-20,2023-06-24,shipped,428.89,paypal,priority
102564,1699,13/12/2024,17/12/2024,shipped,124.93,boleto,
102565,1881,06-23-2024,2024-06-24,shipped,604.04,credit_card,first-time customer
102566,1167,09-07-2024,09-13-2024,shipped,345.04,paypal,
102567,1696,04-Sep-2024,2024/09/18,delivered,999.19,boleto,delay_expected
102568,1148,07-21-2025,07-27-2025,pending,602.20,boleto,priority
102569,1899,03-10-2023,24/03/2023,delivered,110.76,boleto,gift_wrap
102570,1830,2023-02-08,15-Feb-2023,shipped,261.92,boleto,gift_wrap
102571,1257,22/11/2023,,shipped,777.10,boleto,
102572,1820,26-Apr-2024,07-May-2024,pending,589.21,pix,priority
102573,1593,2024/07/05,2024-07-10,shipped,750.51,boleto,gift_wrap
102574,1495,13/10/2024,2024/10/26,shipped,69.05,boleto,first-time customer
102575,1481,2023/07/16,2023-07-24,shipped,230.23,pix,
102576,1184,09/11/2023,11-20-2023,pending,618.65,boleto,
102577,1421,20/11/2024,11-24-2024,delivered,98.67,credit_card,gift_wrap
102578,1297,02/10/2023,10-11-2023,pending,985.32,credit_card,first-time customer
102579,1250,04-07-2025,,cancelled,442.02,pix,gift_wrap
102580,1093,01-May-2023,2023/05/03,delivered,13.02,pix,
102581,1359,17-Jul-2023,29/07/2023,shipped,323.32,boleto,priority
102582,1095,01-Dec-2024,,delivered,183.19,credit_card,gift_wrap
102583,1798,2023-03-14,20-Mar-2023,shipped,750.60,boleto,
102584,1178,2023/09/05,2023/09/12,shipped,776.49,pix,first-time customer
102585,1392,06-Apr-2023,20-Apr-2023,delivered,195.92,credit_card,
102586,1236,03-13-2025,24/03/2025,shipped,381.65,boleto,delay_expected
102587,1276,24/02/2024,29-Feb-2024,cancelled,952.51,pix,first-time customer
102588,1104,19-Aug-2025,2025-08-29,shipped,777.17,pix,
102589,1291,13-Sep-2023,23-Sep-2023,shipped,25.72,pix,first-time customer
102590,1852,23-Jan-2023,26-Jan-2023,cancelled,936.27,pix,delay_expected
102591,1943,2024-05-06,13-May-2024,delivered,424.84,pix,first-time customer
102592,1098,2025/05/09,2025-05-10,delivered,525.42,credit_card,
102593,1817,08-25-2024,2024/09/03,shipped,278.40,pix,gift_wrap
102594,1660,2024/02/16,23-Feb-2024,shipped,581.49,paypal,
102595,1109,2024-04-13,27-Apr-2024,pending,847.05,paypal,
102596,1986,15/02/2025,2025/02/20,pending,395.23,pix,fragile
102597,1333,01-01-2023,,delivered,425.27,credit_card,gift_wrap
102598,1503,11-09-2024,21/11/2024,shipped,211.45,pix,delay_expected
102599,1445,12-Aug-2024,2024-08-17,cancelled,782.63,paypal,
102600,1809,29/08/2025,09-03-2025,delivered,796.43,paypal,
102601,1719,03-Jul-2024,2024-07-09,shipped,38.13,boleto,priority
102602,1882,29/11/2024,2024/12/13,shipped,176.57,paypal,
102603,1526,2025-03-19,01-Apr-2025,cancelled,575.11,paypal,
102604,1053,2024/11/18,2024-11-27,delivered,89.16,credit_card,
102605,1449,16-Jul-2024,22-Jul-2024,cancelled,6.53,pix,gift_wrap
102606,1880,13/01/2024,01-25-2024,shipped,760.19,credit_card,first-time customer
102607,1424,2023-05-31,06-12-2023,shipped,284.85,pix,fragile
102608,1612,22/01/2024,31/01/2024,pending,373.93,paypal,
102609,1862,2025-01-30,2025/02/03,shipped,867.06,paypal,fragile
102610,1177,2024/11/22,2024/11/29,shipped,316.60,credit_card,delay_expected
102611,1931,21-Jul-2024,2024/07/29,delivered,859.40,pix,gift_wrap
102612,1245,08-21-2025,02-Sep-2025,shipped,194.31,paypal,
102613,1845,2025-06-09,2025/06/22,shipped,559.78,pix,
102614,1153,2023/01/24,30-Jan-2023,shipped,203.72,credit_card,
102615,1482,23/02/2025,27-Feb-2025,pending,37.16,credit_card,delay_expected
102616,1756,2023/02/04,10/02/2023,shipped,294.05,pix,priority
102617,1981,03-30-2025,04-06-2025,delivered,914.22,boleto,fragile
102618,1032,2024-10-08,2024-10-09,delivered,572.77,credit_card,
102619,1251,04-14-2025,2025/04/27,pending,602.01,paypal,
102620,1082,30-Mar-2023,2023/04/05,delivered,280.30,paypal,
102621,1313,2024/04/26,2024/04/28,shipped,670.58,pix,gift_wrap
102622,1597,2024/02/26,2024/03/11,shipped,151.52,credit_card,gift_wrap
102623,1136,2024/01/13,2024-01-23,shipped,620.73,pix,gift_wrap
102624,1238,09/12/2024,,pending,705.85,paypal,fragile
102625,1875,01-18-2023,26-Jan-2023,shipped,178.86,boleto,
102626,1363,10/03/2023,2023-03-19,shipped,310.99,boleto,first-time customer
102627,1858,04-03-2023,15/04/2023,shipped,302.74,pix,
102628,1192,02-Dec-2023,04/12/2023,delivered,229.80,paypal,gift_wrap
102629,1365,26-Mar-2023,2023/04/06,shipped,926.04,paypal,fragile
102630,1208,03/04/2023,05/04/2023,pending,358.56,pix,first-time customer
102631,1967,2025/09/20,09-29-2025,shipped,623.89,pix,gift_wrap
102632,1121,15-May-2024,21-May-2024,pending,579.45,pix,gift_wrap
102633,1812,2025-09-23,10-02-2025,shipped,521.24,credit_card,fragile
102634,1776,27/09/2024,2024-10-01,shipped,314.49,credit_card,delay_expected
102635,1783,2023-02-12,02-21-2023,delivered,193.13,boleto,gift_wrap
102636,1836,06-27-2023,06-29-2023,shipped,745.84,boleto,
102637,1860,2024-08-24,2024/09/02,delivered,298.72,credit_card,priority
102638,1090,21/07/2023,,delivered,359.58,boleto,
102639,1064,25/11/2023,,pending,310.78,credit_card,fragile
102640,1090,2024-11-18,2024/11/28,shipped,551.28,pix,priority
102641,1759,2025/05/09,05-22-2025,pending,560.57,boleto,delay_expected
102642,1144,21-Feb-2024,02/03/2024,pending,310.25,credit_card,delay_expected
102643,1822,2023-04-16,2023/04/18,delivered,383.63,credit_card,
102644,1771,28-Jun-2025,01/07/2025,delivered,127.88,boleto,fragile
102645,1947,09/05/2023,05-20-2023,delivered,405.10,paypal,
102646,1797,26/01/2024,,pending,274.64,credit_card,⚠️ check address – incorrect format
102647,1353,05/08/2024,08-18-2024,shipped,761.26,paypal,
102648,1161,2023-05-30,,cancelled,465.99,pix,delay_expected
102649,1505,22/01/2025,2025-01-26,pending,352.90,pix,priority
102650,1734,2025-04-10,2025-04-19,delivered,151.68,paypal,
102651,1044,22-Oct-2023,,delivered,832.59,pix,
102652,1367,05-17-2025,2025/05/22,returned,608.95,credit_card,priority
102653,1649,29-May-2024,06-05-2024,shipped,98.30,paypal,priority
102654,1362,17/03/2024,26-Mar-2024,delivered,445.58,paypal,priority
102655,1933,27-Sep-2025,2025/10/01,returned,57.20,boleto,
102656,1905,2023-04-01,2023/04/15,pending,283.04,pix,gift_wrap
102657,1924,2025-06-22,02-Jul-2025,pending,332.62,pix,
102658,1600,03-27-2025,05-Apr-2025,shipped,78.05,credit_card,priority
102659,1576,2025-01-18,22/01/2025,shipped,590.58,credit_card,gift_wrap
102660,1220,2024-10-16,22/10/2024,returned,-396.87,pix,
102661,1529,18-Feb-2024,02-25-2024,shipped,662.53,boleto,priority
102662,1961,09-Nov-2024,23-Nov-2024,delivered,718.32,credit_card,
102663,1539,12/08/2023,16-Aug-2023,shipped,429.96,pix,gift_wrap
102664,1432,2024/05/11,2024/05/20,shipped,802.70,boleto,fragile
102665,1751,15-Oct-2023,25/10/2023,pending,360.63,boleto,
102666,1330,07-07-2025,19/07/2025,delivered,701.52,paypal,priority
102667,1468,09-15-2025,,returned,-707.23,paypal,gift_wrap
102668,1950,2023/06/10,2023-06-23,delivered,620.72,paypal,priority
102669,1274,2024/09/19,09-25-2024,delivered,438.65,credit_card,delay_expected
102670,1542,2024/09/05,17-9-2024,delivered,567.90,boleto,priority
102671,1837,2023-07-08,2023-07-15,pending,737.73,paypal,gift_wrap
102672,1176,08-02-2025,11-Aug-2025,delivered,218.89,boleto,fragile
102673,1566,19-Feb-2023,2023-03-04,delivered,805.44,credit_card,priority
102674,1208,07-21-2023,07-23-2023,delivered,441.44,boleto,priority
102675,1539,2024/02/13,02-21-2024,shipped,276.20,credit_card,priority
102676,1157,2025/07/02,,delivered,487.13,pix,gift_wrap
102677,1412,10/10/2024,11/10/2024,shipped,698.28,pix,delay_expected
102678,1109,05/09/2024,2024/09/19,shipped,628.40,boleto,
102679,1755,13/02/2023,19/02/2023,shipped,861.59,paypal,fragile
102680,1327,16/07/2024,,pending,186.48,pix,first-time customer
102681,1379,2024/02/12,2024/02/17,pending,563.37,credit_card,
102682,1351,26-Mar-2023,2023-03-28,shipped,377.77,credit_card,first-time customer
102683,1704,10-11-2023,,shipped,781.85,pix,first-time customer
102684,1439,07-28-2025,31/07/2025,shipped,645.87,paypal,priority
102685,1444,2023/12/25,2024/01/04,pending,329.51,pix,gift_wrap
102686,1215,10-15-2024,2024/10/28,returned,106.34,boleto,first-time customer
102687,1849,08-19-2024,2024/09/02,shipped,949.71,boleto,priority
102688,1354,08-04-2023,2023-08-12,returned,114.24,pix,fragile
102689,1234,02-23-2025,2025-02-28,delivered,660.97,paypal,first-time customer
102690,1965,2024/01/10,2024-01-16,shipped,274.01,paypal,priority
102691,1546,12-03-2023,13/12/2023,shipped,148.84,pix,priority
102692,1018,04-May-2025,18-May-2025,shipped,490.36,credit_card,gift_wrap
102693,1045,09-Jun-2023,2023-06-14,delivered,413.49,boleto,first-time customer
102694,1670,03-16-2025,2025-03-21,shipped,807.83,paypal,gift_wrap
102695,1260,2025/01/17,25/01/2025,delivered,128.86,pix,gift_wrap
102696,1348,12-Feb-2023,02-20-2023,delivered,405.41,credit_card,fragile
102697,1623,2025/04/24,26-Apr-2025,returned,-660.76,credit_card,fragile
102698,1962,2024/01/28,2024-02-08,shipped,435.31,boleto,delay_expected
102699,1696,2023/04/11,04-14-2023,shipped,781.69,paypal,fragile
102700,1255,28/12/2023,01-05-2024,delivered,796.61,paypal,
102701,1465,12/05/2023,2023-05-16,delivered,234.33,pix,
102702,1198,2024-09-18,,pending,605.58,pix,first-time customer
102703,1317,25-Sep-2025,02/10/2025,shipped,713.71,paypal,fragile
102704,1905,03-06-2023,2023-03-07,returned,914.60,boleto,
102705,1643,03-23-2024,2024-03-26,shipped,974.44,pix,first-time customer
102706,1685,01/03/2024,03-09-2024,delivered,800.92,boleto,delay_expected
102707,1535,2024/02/04,06/02/2024,returned,957.13,boleto,
102708,1673,06-20-2023,2023-07-03,shipped,790.77,boleto,
102709,1633,06-04-2025,2025/06/17,delivered,631.03,pix,fragile
102710,1716,08/08/2023,08-22-2023,delivered,113.83,credit_card,
102711,1545,11-12-2024,,shipped,452.89,credit_card,gift_wrap
102712,1059,31-Jul-2023,11-Aug-2023,shipped,838.31,paypal,delay_expected
102713,1102,07-03-2024,05/07/2024,pending,946.39,pix,gift_wrap
102714,1203,09-06-2023,2023-09-07,pending,173.14,boleto,fragile
102715,1001,2024/06/04,2024/06/11,delivered,50.98,credit_card,fragile
102716,1494,2024-03-21,2024/03/25,pending,605.68,credit_card,fragile
102717,1494,2024-12-06,2024/12/09,pending,285.53,paypal,delay_expected
102718,1306,16-Apr-2023,26/04/2023,delivered,672.93,paypal,
102719,1336,2025/03/25,2025-04-01,shipped,87.90,credit_card,priority
102720,1701,09/02/2025,02-10-2025,delivered,571.28,paypal,gift_wrap
102721,1305,05-14-2023,16-May-2023,shipped,57.81,credit_card,gift_wrap
102722,1572,2024-08-10,2024/08/19,shipped,15.72,pix,first-time customer
102723,1340,02/08/2025,,shipped,901.82,boleto,
102724,1975,2023/06/25,2023/06/28,shipped,929.58,credit_card,delay_expected
102725,1466,01-11-2024,14-Jan-2024,shipped,773.84,pix,delay_expected
102726,1515,04-27-2025,2025-05-11,pending,365.28,boleto,
102727,1086,05-06-2024,11/05/2024,delivered,707.49,credit_card,
102728,1752,03-25-2023,,delivered,92.98,boleto,first-time customer
102729,1338,12-Jan-2024,22-Jan-2024,shipped,932.07,pix,
102730,1617,2024-04-09,2024/04/17,returned,196.28,paypal,
102731,1310,17/03/2023,03-29-2023,pending,395.20,boleto,
102732,1568,08-27-2024,09-04-2024,pending,559.57,paypal,fragile
102733,1683,2024-03-22,,shipped,313.61,paypal,gift_wrap
102734,1862,2023-08-27,2023-09-04,shipped,181.16,paypal,gift_wrap
102735,1742,04-07-2024,04-15-2024,delivered,343.58,credit_card,priority
102736,1918,2024-06-30,2024/07/12,delivered,221.13,credit_card,delay_expected
102737,1352,2024-02-01,2024/02/15,pending,596.38,pix,
102738,1911,2023/11/03,2023-11-05,shipped,993.26,paypal,fragile
102739,1460,01-06-2024,2024/01/12,pending,567.45,paypal,first-time customer
102740,1699,13/08/2024,2024-08-19,delivered,582.07,pix,gift_wrap
102741,1878,2023/12/24,,shipped,724.95,boleto,
102742,1735,2025/06/02,,shipped,931.83,paypal,
102743,1882,2024/03/29,2024/04/06,pending,655.98,paypal,first-time customer
102744,1508,24-Apr-2024,2024/05/06,pending,786.40,credit_card,fragile
102745,1366,07/05/2023,2023-05-14,shipped,967.00,boleto,priority
102746,1237,17/07/2023,,pending,618.70,boleto,priority
102747,1023,2025/03/17,2025/03/18,shipped,974.44,boleto,gift_wrap
102748,1408,09-18-2024,22-Sep-2024,delivered,326.50,boleto,delay_expected
102749,1139,06-01-2024,2024-06-13,delivered,862.18,pix,priority
102750,1847,07-23-2024,07-31-2024,shipped,120.87,credit_card,priority
102751,1358,09-13-2025,09-22-2025,shipped,446.85,pix,first-time customer
102752,1819,2023/01/31,2023/02/07,shipped,32.28,boleto,
102753,1604,31/08/2025,2025/09/04,pending,899.84,pix,delay_expected
102754,1424,02/08/2025,15/08/2025,shipped,474.62,paypal,first-time customer
102755,1531,23/05/2024,04/06/2024,delivered,569.55,paypal,first-time customer
102756,1115,30-Apr-2024,2024-05-05,shipped,761.44,credit_card,⚠️ check address – incorrect format
102757,1331,2023-03-22,2023-03-30,pending,26.10,boleto,gift_wrap
102758,1770,2023-01-04,01-12-2023,delivered,71.49,pix,delay_expected
102759,1140,2024-11-05,,delivered,408.76,boleto,
102760,1665,2025-01-27,02-Feb-2025,shipped,279.40,credit_card,first-time customer
102761,1407,2023/02/26,11-Mar-2023,delivered,805.98,boleto,
102762,1381,2024/06/03,07/06/2024,shipped,708.68,credit_card,fragile
102763,1090,06-04-2025,14/06/2025,shipped,80.10,pix,delay_expected
102764,1635,2024/10/11,,shipped,723.76,paypal,fragile
102765,1867,2025/09/25,09-26-2025,pending,135.04,credit_card,
102766,1562,01-11-2025,15-Jan-2025,shipped,8.73,pix,delay_expected
102767,1202,2025/02/11,2025-02-20,shipped,964.84,pix,priority
102768,1079,15/03/2024,03-26-2024,cancelled,973.73,paypal,priority
102769,1470,2023-11-06,11-11-2023,shipped,470.41,boleto,delay_expected
102770,1394,05-14-2023,23/05/2023,returned,181.93,paypal,gift_wrap
102771,1777,2025/08/04,08-12-2025,shipped,637.18,boleto,gift_wrap
102772,1880,08-Nov-2023,17-Nov-2023,delivered,379.51,paypal,
102773,1415,02-09-2025,2025-02-18,delivered,615.32,credit_card,
102774,1276,08-Aug-2025,08-19-2025,shipped,864.82,credit_card,gift_wrap
102775,1051,08-04-2024,,pending,700.51,paypal,first-time customer
102776,1130,22/10/2023,03/11/2023,pending,265.39,boleto,
102777,1800,05/09/2024,,delivered,719.24,pix,
102778,1060,2025-07-23,2025-07-26,delivered,118.08,paypal,first-time customer
102779,1405,2023-11-15,29-Nov-2023,delivered,17.68,credit_card,gift_wrap
102780,1272,09-May-2023,13-May-2023,shipped,738.28,paypal,
102781,1161,12-Aug-2024,08-26-2024,cancelled,685.97,paypal,
102782,1956,03-26-2023,05/04/2023,pending,770.30,boleto,gift_wrap
102783,1746,09/03/2025,10/03/2025,pending,564.95,credit_card,gift_wrap
102784,1056,03-18-2024,03-25-2024,shipped,454.35,paypal,first-time customer
102785,1722,11-29-2023,11-30-2023,pending,252.34,paypal,delay_expected
102786,1147,2025-01-11,01-19-2025,delivered,228.51,boleto,priority
102787,1700,2024/08/11,16/08/2024,delivered,673.51,boleto,
102788,1355,28-Jun-2023,2023/07/10,pending,828.10,credit_card,first-time customer
102789,1956,07/05/2024,11/05/2024,pending,985.83,paypal,priority
102790,1183,06-06-2023,11-Jun-2023,shipped,194.92,paypal,first-time customer
102791,1235,2023-12-22,24/12/2023,shipped,136.41,credit_card,
102792,1725,04-02-2023,2023/04/08,pending,589.82,pix,gift_wrap
102793,1053,07/10/2023,10-18-2023,delivered,396.30,credit_card,
102794,1160,01-16-2024,19-Jan-2024,delivered,40.42,paypal,
102795,1600,04/04/2023,04-16-2023,delivered,352.55,boleto,gift_wrap
102796,1625,09-11-2025,2025/09/13,pending,693.55,pix,priority
102797,1124,2025/07/04,08-Jul-2025,cancelled,135.80,pix,fragile
102798,1860,2025/03/13,2025-03-20,returned,873.25,paypal,first-time customer
102799,1009,2025-06-13,06-15-2025,pending,317.82,paypal,delay_expected
102800,1683,2024/10/29,11-06-2024,pending,219.69,paypal,
102801,1517,13-Feb-2023,,pending,916.88,paypal,gift_wrap
102802,1051,20/01/2025,28-Jan-2025,shipped,102.67,boleto,
102803,1997,2025/07/06,13-Jul-2025,shipped,410.59,paypal,gift_wrap
102804,1360,01-Apr-2023,07-Apr-2023,pending,353.76,credit_card,gift_wrap
102805,1342,14-Feb-2024,17/02/2024,shipped,16.97,boleto,gift_wrap
102806,1843,02-Jan-2023,01-13-2023,shipped,634.11,paypal,first-time customer
102807,1289,2023/01/19,2023-01-31,delivered,225.84,paypal,delay_expected
102808,1905,16-Jun-2024,06-26-2024,shipped,287.64,boleto,fragile
102809,1081,2023/09/24,2023/10/04,shipped,517.53,paypal,fragile
102810,1889,07-28-2024,07-30-2024,shipped,50.21,pix,
102811,1310,2023-09-12,23/09/2023,shipped,150.82,credit_card,first-time customer
102812,1854,09-11-2025,24/09/2025,delivered,704.99,paypal,
102813,1693,2023-07-24,2023-08-05,shipped,165.08,paypal,
102814,1560,07/05/2024,,pending,266.31,credit_card,first-time customer
102815,1978,04-17-2025,04-18-2025,shipped,992.59,credit_card,gift_wrap
102816,1940,17/07/2024,2024/07/25,shipped,512.45,boleto,priority
102817,1401,2023-08-08,21/08/2023,shipped,773.58,credit_card,
102818,1081,26/10/2023,05/11/2023,delivered,494.26,pix,
102819,1581,2024/08/02,2024/08/07,pending,621.10,boleto,priority
102820,1620,2025/03/28,04-03-2025,cancelled,60.41,boleto,first-time customer
102821,1132,08-18-2023,,shipped,470.76,credit_card,first-time customer
102822,1675,13-Jan-2024,2024-01-14,delivered,851.59,boleto,
102823,1903,2025-07-19,2025-07-26,delivered,802.03,boleto,first-time customer
102824,1499,23-Jun-2024,28-Jun-2024,pending,559.09,boleto,fragile
102825,1143,2024/04/30,05-14-2024,shipped,159.52,boleto,first-time customer
102826,1265,11-Dec-2024,2024/12/20,pending,75.14,paypal,first-time customer
102827,1307,2024-01-11,2024-01-13,delivered,36.41,boleto,fragile
102828,1646,2024-08-24,06/09/2024,returned,411.72,credit_card,priority
102829,1801,2025-03-17,2025-03-27,delivered,815.51,boleto,gift_wrap
102830,1970,23-Jan-2024,2024/01/28,shipped,670.74,boleto,priority
102831,1046,08-14-2023,,pending,756.84,credit_card,
102832,1875,2024-07-29,04/08/2024,pending,638.00,paypal,
102833,1002,11-14-2023,2023-11-23,shipped,278.52,credit_card,
102834,1395,2024-04-09,23-Apr-2024,shipped,26.67,credit_card,priority
102835,1362,2025/02/20,28/02/2025,shipped,663.09,paypal,delay_expected
102836,1055,04-10-2024,,shipped,993.16,paypal,priority
102837,1642,17-Aug-2024,26-Aug-2024,delivered,250.70,credit_card,gift_wrap
102838,1765,19-Sep-2025,2025/09/22,delivered,75.45,paypal,
102839,1436,2025/02/16,18-Feb-2025,pending,491.47,paypal,first-time customer
102840,1856,2023-02-07,,shipped,409.02,pix,priority
102841,1096,06-19-2023,06-20-2023,pending,284.49,pix,delay_expected
102842,1613,04-Nov-2023,15-Nov-2023,shipped,511.22,credit_card,fragile
102843,1665,2023/09/10,2023/09/11,delivered,8.91,credit_card,fragile
102844,1978,22/02/2025,02-28-2025,shipped,809.90,credit_card,fragile
102845,1113,2025-08-11,2025/08/21,delivered,992.74,pix,delay_expected
102846,1944,04-06-2023,04-08-2023,shipped,593.96,paypal,priority
102847,1238,12-Nov-2024,11-22-2024,shipped,165.95,credit_card,fragile
102848,1027,18/04/2025,2025-04-24,delivered,758.35,pix,delay_expected
102849,1599,20/08/2024,27/08/2024,delivered,719.04,paypal,gift_wrap
102850,1241,2023/04/17,2023/04/27,returned,159.00,boleto,first-time customer
102851,1831,07-27-2024,03/08/2024,delivered,157.67,paypal,gift_wrap
102852,1566,2024-04-09,11/04/2024,shipped,204.75,credit_card,
102853,1623,2024/02/04,11-2-2024,shipped,642.88,paypal,
